genes,logFC.genotypenpr1.1,logFC.genotypenpr1.1.treatmentuntreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT1G05350.1,-0.4698416051736381,0.45880838298421533,5.312059073773672,19.79047731461492,5.04141505553248e-5,3.068504765140947e-4,AT1G05350,NA,NA
AT2G37940.1,-0.4994273675491446,0.06180724352495953,6.200499200486231,19.767427137304615,5.099853920689082e-5,3.1021325710804774e-4,AT2G37940,AtIPCS2;ERH1,Arabidopsis Inositol phosphorylceramide synthase 2;enhancing RPW8-mediated HR-like cell death 1
AT1G63690.2,0.48193497621512515,-0.49302073965528853,6.159557098683825,19.767044388516602,5.100829995537563e-5,3.1021325710804774e-4,AT1G63690,ATSPPL2;SPPL2,SIGNAL PEPTIDE PEPTIDASE-LIKE 2;SIGNAL PEPTIDE PEPTIDASE-LIKE 2
AT4G18270.1,0.26349931364027906,0.5235299572478722,3.0893777522674717,19.766505771459244,5.102203877549473e-5,3.1021325710804774e-4,AT4G18270,ATTRANS11;TRANS11,ARABIDOPSIS THALIANA TRANSLOCASE 11;translocase 11
AT3G22142.1,1.3118336843731435,-1.1595172019918158,7.191831765445404,19.765086509855493,5.105825843555756e-5,3.103211589938247e-4,AT3G22142,NA,NA
AT5G44635.1,0.34159716518028,0.15223894413837896,4.100777232621289,19.753744213323337,5.1348640009564575e-5,3.119731658302623e-4,AT5G44635,MCM6,MINICHROMOSOME MAINTENANCE 6
AT3G62830.1,-0.41696581410001377,0.24122921513312706,6.640643010207791,19.751439445153153,5.140784747342001e-5,3.1221996735574214e-4,AT3G62830,ATUXS2;AUD1;UXS2,NA;NA;UDP-GLUCURONIC ACID DECARBOXYLASE 2
AT5G45700.1,0.5215016966544568,0.08590154857862657,2.6668298431250683,19.7221772021099,5.216553130267724e-5,3.167071775763191e-4,AT5G45700,NA,NA
AT3G04260.1,0.5095031995416723,-0.3838880704806731,6.485152853206215,19.71938928462521,5.2238298606612503e-5,3.1703438522127296e-4,AT3G04260,PDE324;PTAC3,PIGMENT DEFECTIVE 324;plastid transcriptionally active 3
AT5G63620.1,0.47309079087231704,-0.470645401448049,4.862724084573661,19.7178083927289,5.227960648175501e-5,3.171704981173718e-4,AT5G63620,HER2,hexenal response 2
AT4G02940.1,-0.6778157043007325,0.5811424539644002,6.5657643615272505,19.716599674951432,5.23112116761099e-5,3.172476696559459e-4,AT4G02940,ALKBH10B,AtALKBH10B
AT4G18970.2,0.7089813452153554,-0.5345247459494623,5.690776292478643,19.710749571256862,5.246444868629963e-5,3.180621701483752e-4,AT4G18970,NA,NA
AT1G74450.1,-0.4020221848265724,-0.2024148516494142,3.7556085008639375,19.70033935763707,5.27382436933986e-5,3.1960669401349316e-4,AT1G74450,NA,NA
AT1G08520.1,0.5069528389921226,-0.31943250666674905,8.336760451672513,19.699070649543398,5.277170902502059e-5,3.1969417234450806e-4,AT1G08520,ALB-1V;ALB1;CHLD;PDE166;V157,NA;ALBINA 1;NA;PIGMENT DEFECTIVE EMBRYO 166;NA
AT1G14370.1,-1.1007712202829103,0.448758377015172,4.572792093136826,19.690599621267932,5.299569836481997e-5,3.209353773722461e-4,AT1G14370,APK2A;Kin1;PBL2,protein kinase 2A;kinase 1;PBS1-like 2
AT5G20400.1,-0.8956050526069418,0.5201820766398302,4.491972473068638,19.689581180719596,5.302269172106987e-5,3.209831344945055e-4,AT5G20400,NA,NA
AT1G29950.1,0.2999351381256014,0.26913234880452863,5.4041796530605835,19.663947271659985,5.370665494959935e-5,3.2500651891149843e-4,AT1G29950,SACL3,"NA"
AT2G20920.1,0.49634285884667045,-0.6165977991841471,5.686458799988597,19.646210936043214,5.41850526986069e-5,3.2778347147421584e-4,AT2G20920,NA,NA
AT1G79380.1,-0.47529837409007186,0.11590902317472063,6.7279150239100565,19.64074455477601,5.4333353351780856e-5,3.285622760822774e-4,AT1G79380,RGLG4,RING DOMAIN LIGASE 4
AT1G79270.1,-0.24226797528745925,0.9110543816972518,5.5529443541425945,19.63238143362304,5.456102724448368e-5,3.2982032985969103e-4,AT1G79270,ECT8,evolutionarily conserved C-terminal region 8
AT3G08770.2,1.1942799479828345,-0.6636471571762159,3.753304763062733,19.613061930667982,5.509062699088223e-5,3.3290195784885994e-4,AT3G08770,AtLtpI-6;LTP6,NA;lipid transfer protein 6
AT5G57887.1,0.5907568009860962,-1.1151589035214848,4.173570506019684,19.611962147449248,5.512092919511965e-5,3.329652964936408e-4,AT5G57887,NA,NA
AT3G47290.1,0.2983957892603007,0.04038608673692383,5.206187993761107,19.605924124466426,5.528759136469364e-5,3.3385199400988083e-4,AT3G47290,ATPLC8;PLC8,NA;phosphatidylinositol-speciwc phospholipase C8
AT3G07570.1,-0.4577015678076664,0.27285577573910874,4.644986369464482,19.595248739502537,5.558348852696248e-5,3.355181544248806e-4,AT3G07570,NA,NA
AT3G12870.1,0.8283230435970766,-0.3893872021165359,2.0266962573930574,19.57985050709946,5.601308389427491e-5,3.379898693749728e-4,AT3G12870,NA,NA
AT5G06970.1,0.47063165810962543,-0.2634955678163353,5.93803172445527,19.545518251983097,5.6982911917813944e-5,3.4371846941018186e-4,AT5G06970,PATROL1,proton ATPase translocation control 1
AT1G07440.1,-0.06225295121755068,-0.45612481096177004,4.883365951239914,19.542561688494377,5.706721100979521e-5,3.4410340192159e-4,AT1G07440,NA,NA
AT3G50500.2,0.45880970118949416,-0.3815198004339728,7.226892637725526,19.533894933108044,5.7315041372462465e-5,3.454737639095791e-4,AT3G50500,SNRK2-2;SNRK2.2;SPK-2-2;SRK2D,SNF1-RELATED PROTEIN KINASE 2-2;SNF1-related protein kinase 2.2;SNF1-RELATED PROTEIN KINASE 2-2;NA
AT1G63420.1,0.5663387653623794,-0.4893326117809487,4.496786185335237,19.532284044459857,5.736122404350953e-5,3.4547512241862627e-4,AT1G63420,NA,NA
AT1G51860.1,-0.660119658613036,0.6363463952264808,4.1740002288377465,19.531666682411778,5.737893309797135e-5,3.4547512241862627e-4,AT1G51860,NA,NA
AT5G18680.1,0.5828357986775966,-0.538972989817959,5.768846760726427,19.531440788578884,5.738541423753927e-5,3.4547512241862627e-4,AT5G18680,AtTLP11;TLP11,tubby like protein 11;tubby like protein 11
AT3G20240.1,0.5767856848414112,0.059316335889489785,3.792861549010051,19.531018656399908,5.7397527630834334e-5,3.4547512241862627e-4,AT3G20240,NA,NA
AT5G23420.1,0.3652285894054501,0.06571548688454693,4.929726994268779,19.513417900063015,5.790487673755072e-5,3.484040201698118e-4,AT5G23420,HMGB6,high-mobility group box 6
AT3G09720.1,0.3251804968087134,0.09329747758612691,4.178766936682649,19.509622811016175,5.801485813358061e-5,3.489407811621986e-4,AT3G09720,AtRH57;RH57,NA;RNA helicase 57
AT3G14190.1,0.6182831664955373,-0.06027411196442572,2.856292765925321,19.500450379071903,5.8281537860554584e-5,3.504193108516308e-4,AT3G14190,CMR1;PANS1,COPPER MODIFIED RESISTANCE 1;PATRONUS 1
AT1G29640.1,-1.0426385762494812,1.447575949683054,1.9493530540962085,19.489867371164493,5.8590752231604975e-5,3.521524317490991e-4,AT1G29640,NA,NA
AT5G42220.1,-0.47752880418819693,0.5336364029237413,6.232245820316661,19.488817953747766,5.86215033765217e-5,3.522112429263906e-4,AT5G42220,NA,NA
AT5G39950.1,-0.4242658595463139,0.15146012927180702,5.491429507151424,19.483011988793102,5.879192782352537e-5,3.531089007892037e-4,AT5G39950,ATH2;ATTRX2;ATTRXH2;TRX2;TRXH2,Arabidopsis thioredoxin h2;thioredoxin 2;NA;thioredoxin 2;THIOREDOXIN H2
AT1G15170.1,-0.17233495367592988,-0.4449725469995529,4.157727598290053,19.480042974581423,5.887926967190263e-5,3.5350709478852477e-4,AT1G15170,NA,NA
AT5G38212.1,-0.6948996864063512,0.3555154450235666,4.02221402165335,19.474624920250523,5.903899146057699e-5,3.5433941319979736e-4,AT5G38212,NA,NA
AT3G60340.1,0.5038712489619626,-0.4567435183153133,5.070614052807541,19.47340856326254,5.907490862640704e-5,3.5442835357679e-4,AT3G60340,NA,NA
AT1G17745.2,-0.8231979215520268,0.611605258132634,5.86204543537253,19.471051627515237,5.9144567545699674e-5,3.5471959664413024e-4,AT1G17745,PGDH;PGDH2,3-phosphoglycerate dehydrogenase;phosphoglycerate dehydrogenase 2
AT3G25500.1,-0.24746589517729892,-0.4215746627672646,6.903266595668343,19.454861814587233,5.962528032533982e-5,3.574644747136926e-4,AT3G25500,AFH1;AHF1;ATFH1;FH1,formin homology 1;NA;ARABIDOPSIS THALIANA FORMIN HOMOLOGY 1;FORMIN HOMOLOGY 1
AT1G69730.1,-0.776321461896843,0.25002755483248956,5.040166484972938,19.454207321687072,5.964479567965238e-5,3.574644747136926e-4,AT1G69730,NA,NA
AT2G31751.1,-0.6771799765882052,-0.4052878686026061,2.156687048678815,19.451011256828927,5.974018619564289e-5,3.579084835594169e-4,AT2G31751,NA,NA
AT5G64260.1,-0.23308341419391376,-0.45987067644077145,7.357269003778616,19.44876925720658,5.9807192483088616e-5,3.5818218414381664e-4,AT5G64260,EXL2,EXORDIUM like 2
AT2G17650.1,0.5740190824523173,0.21493368853554226,2.2765817745939096,19.429644483104475,6.038183510489753e-5,3.614948139441103e-4,AT2G17650,NA,NA
AT5G21900.1,-0.8419171205692505,0.40907328536343684,2.680226069559944,19.42320442164874,6.057657984309172e-5,3.6253151577630847e-4,AT5G21900,NA,NA
AT3G21230.1,-1.5881620519140363,1.6277889969060662,4.747771886768658,19.415491157109198,6.081065251168512e-5,3.638027605212957e-4,AT3G21230,4CL5,4-coumarate:CoA ligase 5
AT3G13710.1,0.7368263013900229,-0.7603578911327099,3.6219545468960237,19.41254868166537,6.0900185283400266e-5,3.6420869084223604e-4,AT3G13710,PRA1.F4,prenylated RAB acceptor 1.F4
AT1G64660.1,0.7274252865626851,-0.20124608980837352,3.4677003789026775,19.40717591692293,6.106400641212576e-5,3.650584497214593e-4,AT1G64660,ATMGL;MGL,methionine gamma-lyase;methionine gamma-lyase
AT5G15350.1,-0.26438427814564536,-0.43891307061787715,6.811715879974718,19.39358238536251,6.148045781944872e-5,3.674173642507716e-4,AT5G15350,AtENODL17;ENODL17,NA;early nodulin-like protein 17
AT4G28080.1,0.13630346041922797,-0.7622517953854775,9.197686549224304,19.389193051117502,6.161553512954994e-5,3.6809366096774874e-4,AT4G28080,REC2,REDUCED CHLOROPLAST COVERAGE 2
AT4G03090.1,0.40063935120341054,-0.04499650019461221,4.30659810598352,19.371717032851723,6.2156291364014e-5,3.7119215734947433e-4,AT4G03090,AtNDX;NDX,NA;Nodulin Homeobox
AT5G56340.1,-0.43202173305042657,0.082969378809321,4.36461167604337,19.3584710789846,6.256931726877353e-5,3.735259277889575e-4,AT5G56340,ATCRT1,"NA"
AT3G61640.1,-0.28335322987285433,-0.13917221979467514,4.648817658628914,19.35579731232759,6.265302108455737e-5,3.738927535344509e-4,AT3G61640,AGP20;AtAGP20,arabinogalactan protein 20;Arabinogalactan protein 20
AT3G54660.1,0.4593803343485653,-0.26759021254290893,7.347703240781125,19.35318082214685,6.273504023066263e-5,3.7424926876239407e-4,AT3G54660,ATGR2;EMB2360;GR,NA;NA;glutathione reductase
AT5G30495.2,0.5346468420751169,-0.2326474043285996,3.7348727345202475,19.32586831120292,6.359764251995827e-5,3.7926048870883173e-4,AT5G30495,NA,NA
AT3G62370.1,-0.49378567617175195,0.061754542589934104,4.9264464704804425,19.31469062507027,6.395407485782249e-5,3.812507109781973e-4,AT3G62370,NA,NA
AT1G20630.1,0.4742500596804354,-0.46309291878811737,6.17087655194692,19.305098789363896,6.426153002276441e-5,3.8294765620873337e-4,AT1G20630,CAT1,catalase 1
AT2G41440.1,-0.6767325065512252,0.8131891428080148,3.435246544884591,19.290943191413795,6.471797361662581e-5,3.855309357396089e-4,AT2G41440,NA,NA
AT5G14650.1,-0.22618880758458973,-0.9864646035272352,3.258257128599471,19.28841005255986,6.479999535553239e-5,3.858827089605064e-4,AT5G14650,NA,NA
AT5G14420.1,-0.02461453451225715,-0.42953097687428693,5.30163902802775,19.27894928167012,6.510725045497291e-5,3.8757501785722533e-4,AT5G14420,RGLG2,RING domain ligase2
AT1G72940.1,-0.8884158223310532,-0.5571236362949501,3.261643637429546,19.273681123663764,6.527897416396886e-5,3.884596128163347e-4,AT1G72940,NA,NA
AT1G07650.2,-0.5492498453696374,0.43282677685465815,7.278920166485694,19.27081678040593,6.537253183806307e-5,3.8887859856502177e-4,AT1G07650,NA,NA
AT1G53440.1,0.16094831190130607,-0.7097960676813573,7.118177165877459,19.25935203499404,6.574834768442862e-5,3.909757496462713e-4,AT1G53440,NA,NA
AT3G14090.1,-0.16153779814679547,-0.4388193026296284,4.22094106613167,19.25846140343467,6.577763298125922e-5,3.9101148494415203e-4,AT3G14090,ATEXO70D3;EXO70D3,exocyst subunit exo70 family protein D3;exocyst subunit exo70 family protein D3
AT5G25090.1,0.38655358181308,0.17950798733034887,3.0297878729036953,19.252639507224767,6.596938721524185e-5,3.920126409016087e-4,AT5G25090,AtENODL13;ENODL13,NA;early nodulin-like protein 13
AT1G45160.2,0.21130601900644636,0.1863661111203719,5.878831638336499,19.24834666752573,6.611113729058731e-5,3.927160521020425e-4,AT1G45160,NA,NA
AT3G50270.1,0.6883993556692316,-0.8561015199175462,3.939864020864229,19.243263442692403,6.627937989117849e-5,3.935762823583978e-4,AT3G50270,NA,NA
AT1G73110.1,0.34041492615639757,-0.6991038489346163,5.322274574791552,19.23620374566961,6.651374946281504e-5,3.9482843718227205e-4,AT1G73110,NA,NA
AT3G55230.1,-0.5157168918347559,0.28225269001613623,4.968785660290722,19.230264064458634,6.671157831146337e-5,3.9586287674117735e-4,AT3G55230,NA,NA
AT3G02880.1,-0.7221720320640568,0.4962855220056869,6.195101788095602,19.20594873009731,6.752758580033332e-5,4.005635289052964e-4,AT3G02880,KIN7,Kinase 7
AT2G20950.4,-0.08921685370305207,-0.4983788376483561,5.119703762442637,19.199657784240777,6.774032640287794e-5,4.016836368662007e-4,AT2G20950,NA,NA
AT5G43050.1,0.39050363733064736,0.1808741870486388,3.4416831035899804,19.198809788515923,6.776905424631459e-5,4.0171218852640746e-4,AT5G43050,NPQ6,NONPHOTOCHEMICAL QUENCHING 6
AT1G74210.1,-0.4675623728556332,-0.07891816068421104,4.889648719701461,19.185793380318785,6.821154743904292e-5,4.041925169059901e-4,AT1G74210,AtGDPD5;GDPD5,NA;glycerophosphodiester phosphodiesterase 5
AT3G17360.1,0.4655973779942237,-0.18999485125307855,4.30056307406218,19.1831669741755,6.830118189390087e-5,4.045809431014248e-4,AT3G17360,POK1,phragmoplast orienting kinesin 1
AT1G78265.1,0.5535817071264937,-1.2748526397985425,3.625763090853668,19.18228369707186,6.833135299082946e-5,4.046169893877138e-4,AT1G78265,NA,NA
AT1G62380.1,0.5429399846323871,-0.45502650554190666,8.565405848604648,19.149326455374684,6.946668813644297e-5,4.1119481818326477e-4,AT1G62380,ACO2;ATACO2,ACC oxidase 2;NA
AT5G02250.1,0.5073779561938486,-0.5351338239051252,5.572051964053788,19.14531818962439,6.960604821127297e-5,4.118746051078459e-4,AT5G02250,ATMTRNASEII;EMB2730;RNR1,ARABIDOPSIS THALIANA MITOCHONDRIAL RNASE II;EMBRYO DEFECTIVE 2730;ribonucleotide reductase 1
AT4G39660.1,0.4441087036017832,-0.25563773361391035,5.321151846985791,19.123050510780573,7.038536109667361e-5,4.162466754086871e-4,AT4G39660,AGT2,alanine:glyoxylate aminotransferase 2
AT1G14440.1,0.5936873538084549,-0.19872472620926504,4.165739306830378,19.1227915233274,7.039447614953747e-5,4.162466754086871e-4,AT1G14440,AtHB31;FTM2;HB31;ZHD4,homeobox protein 31;FLORAL TRANSITION AT THE MERISTEM2;homeobox protein 31;ZINC FINGER HOMEODOMAIN 4
AT5G50180.1,0.4693346833527966,-0.22559987493803788,5.202111340113541,19.115874968029217,7.063834122655181e-5,4.1747385861784747e-4,AT5G50180,NA,NA
AT3G45242.1,0.03659440532204243,0.6852917504344571,4.858644774746701,19.11549631576382,7.065171617659029e-5,4.1747385861784747e-4,AT3G45242,NA,NA
AT4G10380.1,-0.7038891456769051,0.21943977711772747,4.169986575060999,19.110134183802757,7.084139224270389e-5,4.184474501705987e-4,AT4G10380,AtNIP5;1;NIP5;1;NLM6;NLM8,NA;NOD26-like intrinsic protein 5;1;NOD26-LIKE MIP 6;NOD26-LIKE MIP 8
AT2G23600.1,0.6506096144564668,-0.9787009128642383,6.533364641753693,19.107325075487797,7.094096272439789e-5,4.18888306786348e-4,AT2G23600,ACL;ATME8;ATMES2;ME8;MES2,acetone-cyanohydrin lyase;ARABIDOPSIS METHYL ESTERASE 8;ARABIDOPSIS THALIANA METHYL ESTERASE 2;METHYL ESTERASE 8;METHYL ESTERASE 2
AT4G18700.1,0.10003846117431194,-0.6021958839588977,6.197932164494692,19.104033282382996,7.105782035177258e-5,4.194308939175782e-4,AT4G18700,ATWL4;CIPK12;PKS8;SnRK3.9;WL4,WPL4-LIKE 4;CBL-interacting protein kinase 12;protein kinase 8;SNF1-RELATED PROTEIN KINASE 3.9;WPL4-LIKE 4
AT5G20960.1,-0.5479816166169355,0.13951016460817456,6.744641000665253,19.100106041388766,7.119748802657253e-5,4.2010769278482324e-4,AT5G20960,AAO1;AO1;AOalpha;AT-AO1;ATAO;AtAO1,aldehyde oxidase 1;aldehyde oxidase 1;aldehyde oxidase alpha;ARABIDOPSIS THALIANA ALDEHYDE OXIDASE 1;NA;Arabidopsis thaliana aldehyde oxidase 1
AT1G64710.1,-0.4036108615088378,-0.25745640559540023,5.685982919422259,19.089787302438182,7.156577141109335e-5,4.2213251191536424e-4,AT1G64710,NA,NA
AT5G50160.1,0.6291733471527426,-0.291084931608839,6.296121629941546,19.087047806858145,7.166386563516089e-5,4.225627514233302e-4,AT5G50160,ATFRO8;FRO8,FERRIC REDUCTION OXIDASE 8;ferric reduction oxidase 8
AT4G17090.1,-0.943680862516213,0.6147779322689544,7.968961472987213,19.073048046277705,7.2167263924151e-5,4.25381707600636e-4,AT4G17090,AtBAM3;BAM3;BMY8;CT-BMY,NA;BETA-AMYLASE 3;BETA-AMYLASE 8;chloroplast beta-amylase
AT1G18150.2,0.31030300883052653,0.13103775152978456,5.89602641761833,19.0681559386818,7.234400500513386e-5,4.262739179520322e-4,AT1G18150,ATMPK8;MPK8,NA;NA
AT3G28940.1,-0.4689118978736897,-0.0011659952957229081,8.12870553075877,19.05383521862872,7.286387312702464e-5,4.291866075248552e-4,AT3G28940,NA,NA
AT3G07690.1,-0.5826102834166089,0.28660019947079435,4.398635651655905,19.04353614801035,7.324005596657165e-5,4.3115457048976285e-4,AT3G07690,NA,NA
AT4G18880.1,-1.2366176452671573,0.7927772422716077,4.244761621647674,19.043283483400593,7.324930913612615e-5,4.3115457048976285e-4,AT4G18880,AT-HSFA4A;HSF A4A,ARABIDOPSIS THALIANA HEAT SHOCK TRANSCRIPTION FACTOR  A4A;heat shock transcription factor  A4A
AT4G37760.1,-0.08847367423693575,0.6477354012377569,5.072026876331733,19.032257443616455,7.365424923024631e-5,4.3338624617124616e-4,AT4G37760,SQE3,squalene epoxidase 3
AT5G22740.1,-0.2485376388835436,-0.17854731309921543,6.174683000798499,19.030884289947547,7.370483589535593e-5,4.335320511926065e-4,AT5G22740,ATCSLA02;ATCSLA2;CSLA02;CSLA2,ARABIDOPSIS THALIANA  CELLULOSE SYNTHASE-LIKE A02;ARABIDOPSIS THALIANA  CELLULOSE SYNTHASE-LIKE A2;cellulose synthase-like A02;CELLULOSE SYNTHASE-LIKE A 2
AT1G11260.1,0.13658617404478338,-1.435612627273342,7.725499375819138,19.026790225694143,7.385586659193188e-5,4.342683594252236e-4,AT1G11260,ATSTP1;STP1,SUGAR TRANSPORTER 1;sugar transporter 1
AT1G53140.1,0.33500661403505044,0.26913043522021335,3.232883143711631,19.016869229094645,7.422313866572873e-5,4.3627519469754267e-4,AT1G53140,DRP5A,Dynamin related protein 5A
AT5G15700.2,0.4640927441118456,-0.03968175360059067,4.213300248293218,19.01248091820442,7.438617456723208e-5,4.370805689244252e-4,AT5G15700,NA,NA
AT2G47940.1,0.5017405648015569,-0.341372059450964,7.846367031118253,18.99930075014845,7.487800452855601e-5,4.3981664268364067e-4,AT2G47940,DEG2;DEGP2;EMB3117,degradation of periplasmic proteins 2;DEGP protease 2;EMBRYO DEFECTIVE 3117
AT1G15440.1,0.15046320233112476,0.30222359095336276,5.450755813276415,18.995984861943526,7.500225104299566e-5,4.4039245552998397e-4,AT1G15440,ATPWP2;PWP2,PERIODIC TRYPTOPHAN PROTEIN 2;periodic tryptophan protein 2
AT5G01980.1,-0.3870094148443475,-0.03272892660110093,4.675479357900823,18.992662854504225,7.512693358137437e-5,4.4097042530870297e-4,AT5G01980,NA,NA
AT1G02860.1,0.5180733587297253,-1.0047350771740318,4.067293327538327,18.98967689759254,7.523918024474032e-5,4.414750223302105e-4,AT1G02860,BAH1;NLA,BENZOIC ACID HYPERSENSITIVE 1;nitrogen limitation adaptation
AT4G26850.1,-0.5285986757988093,0.5236374744853952,6.400839971953957,18.984123605788636,7.544838311296776e-5,0.00044254797064062333,AT4G26850,GGP;VTC2,GDP-l-galactose phosphorylase;vitamin c defective 2
AT5G10190.1,-0.46672523039970204,0.21050938646828932,4.7554919788804915,18.976077958271283,7.575250997534901e-5,4.441767591887916e-4,AT5G10190,NA,NA
AT5G10110.1,0.22154524798966976,0.37826403556170574,3.423677957116625,18.961254549999747,7.631605098668596e-5,4.47324961802281e-4,AT5G10110,NA,NA
AT1G68440.1,-0.2782513009852133,-0.391961621331271,5.209086262509307,18.947812079785983,7.683071676514472e-5,4.5018458700302275e-4,AT1G68440,NA,NA
AT1G79080.1,0.42938834614191973,-0.02931145215512533,4.0515255859600865,18.939507129171474,7.71504177351576e-5,4.519002327520616e-4,AT1G79080,NA,NA
AT3G62150.1,-0.3873370514864094,-0.7557708629070653,6.55982623396997,18.936858982964637,7.72526381869395e-5,4.523412578955722e-4,AT3G62150,ABCB21;PGP21,ATP-binding cassette B21;P-glycoprotein 21
AT2G02360.1,-0.626463996787467,0.5208251385417275,4.011808195299024,18.933214715612245,7.739353114447386e-5,4.530083378731764e-4,AT2G02360,AtPP2-B10;PP2-B10,phloem protein 2-B10;phloem protein 2-B10
AT2G03640.3,-0.41841656796132043,-0.019609043738514485,5.89316101115497,18.931646990647735,7.745422081297681e-5,4.532056619425975e-4,AT2G03640,NA,NA
AT5G67560.1,0.4843007295133867,-0.20475239074993898,5.3302067509314535,18.92781153184079,7.760289956689586e-5,4.5391751734828815e-4,AT5G67560,ARLA1D;ATARLA1D,ADP-ribosylation factor-like A1D;ADP-ribosylation factor-like A1D
